,holiday,temperature,rain_1h,snow_1h,clouds_percentage,weather_type,weather_type_details,date_time,population_density,population_density_categorical
15895,None,298.77,0.0,0.0,1,Clear,sky is clear,8/4/2014 19:00,3558,medium
4487,None,271.87,0.0,0.0,75,Clouds,broken clouds,3/23/2013 20:00,3030,medium
17643,None,293.82,5.92,0.0,90,Rain,heavy intensity rain,8/22/2015 21:00,2336,low
15741,None,290.85,1.8,0.0,90,Drizzle,light intensity drizzle,7/25/2014 7:00,6000,very high
27538,None,284.385,0.0,0.0,44,Clouds,scattered clouds,10/23/2016 18:00,3905,medium
20970,None,271.65,0.0,0.0,90,Haze,haze,2/1/2016 21:00,2174,low
17463,None,290.76,0.0,0.0,40,Rain,moderate rain,8/17/2015 20:00,2652,low
29742,None,259.09,0.0,0.0,5,Clear,sky is clear,1/3/2017 19:00,2697,low
31726,None,269.42,0.0,0.0,75,Clouds,broken clouds,3/13/2017 18:00,4568,high
8014,None,284.4,0.0,0.0,76,Clouds,broken clouds,7/29/2013 3:00,345,very low
28091,None,273.58,0.0,0.0,75,Mist,mist,11/15/2016 4:00,888,very low
36816,None,293.79,0.0,0.0,40,Haze,haze,9/1/2017 15:00,6062,very high
33525,None,287.08,0.0,0.0,40,Clouds,scattered clouds,5/11/2017 0:00,604,very low
37466,None,287.9,0.0,0.0,90,Mist,mist,9/25/2017 23:00,990,very low
36601,None,291.51,0.0,0.0,90,Rain,light rain,8/25/2017 21:00,3008,medium
28707,None,275.59,0.0,0.0,90,Drizzle,light intensity drizzle,11/30/2016 20:00,2407,low
12992,None,273.64,0.0,0.0,40,Clouds,scattered clouds,3/17/2014 20:00,2652,low
37093,None,287.67,0.0,0.0,1,Fog,fog,9/12/2017 5:00,3102,medium
11047,None,275.45,0.25,0.0,64,Rain,light rain,12/28/2013 17:00,4334,medium
37573,None,286.23,0.0,0.0,20,Clouds,few clouds,9/29/2017 20:00,3548,medium
43869,None,290.94,0.0,0.0,40,Clouds,scattered clouds,5/6/2018 22:00,1717,low
42125,None,273.55,0.0,0.0,90,Clouds,overcast clouds,3/6/2018 15:00,5260,high
12951,None,263.77,0.0,0.0,1,Clear,sky is clear,3/16/2014 3:00,368,very low
33906,None,281.68,0.0,0.0,90,Mist,mist,5/21/2017 18:00,3950,medium
34159,None,294.15,0.0,0.0,5,Clear,sky is clear,5/31/2017 13:00,4855,high
34935,None,291.42,0.0,0.0,75,Clouds,broken clouds,6/29/2017 4:00,1002,very low
7074,None,289.36,0.0,0.0,0,Clear,Sky is Clear,6/18/2013 4:00,834,very low
13346,None,273.03,0.33,0.0,1,Rain,light rain,4/1/2014 14:00,5131,high
25622,None,296.43,0.0,0.0,36,Clouds,scattered clouds,8/10/2016 4:00,1045,very low
5665,None,281.09,0.0,0.0,90,Rain,moderate rain,5/2/2013 5:00,2575,low
34169,None,285.97,0.0,0.0,1,Clear,sky is clear,5/31/2017 23:00,1213,very low
36231,None,290.44,0.0,0.0,90,Mist,mist,8/14/2017 1:00,392,very low
9399,None,288.13,0.0,0.0,1,Clear,sky is clear,10/10/2013 9:00,5391,high
30100,None,266.48,0.0,0.0,75,Mist,mist,1/16/2017 11:00,4145,medium
10522,None,260.34,0.25,0.0,64,Snow,light snow,12/8/2013 17:00,3257,medium
24477,None,302.78,0.0,0.0,20,Clouds,few clouds,6/26/2016 16:00,4359,medium
24209,None,295.71,0.0,0.0,68,Clouds,broken clouds,6/15/2016 15:00,5637,high
26018,None,295.15,0.0,0.0,75,Clouds,broken clouds,8/25/2016 16:00,5933,very high
22311,None,277.41,0.3,0.0,90,Rain,moderate rain,4/7/2016 18:00,4697,high
600,None,287.29,0.0,0.0,90,Clouds,overcast clouds,10/25/2012 13:00,5062,high
30309,None,275.08,0.0,0.0,90,Rain,light rain,1/21/2017 2:00,530,very low
5710,None,275.49,0.0,0.0,90,Clouds,overcast clouds,5/3/2013 9:00,5221,high
6070,None,298.29,0.0,0.0,75,Clouds,broken clouds,5/16/2013 18:00,4703,high
43746,None,285.51,0.0,0.0,40,Drizzle,drizzle,5/2/2018 2:00,253,very low
42491,None,272.46,0.0,0.0,90,Snow,light snow,3/20/2018 16:00,6609,very high
41666,None,266.15,0.0,0.0,90,Mist,mist,2/20/2018 8:00,4738,high
27097,None,295.82,0.0,0.0,48,Clouds,scattered clouds,10/4/2016 16:00,6177,very high
12668,None,259.77,0.0,0.0,90,Clouds,overcast clouds,3/4/2014 2:00,237,very low
9342,None,279.4,0.25,0.0,48,Rain,light rain,10/7/2013 6:00,5773,high
30851,None,266.53,0.0,0.0,1,Clear,sky is clear,2/7/2017 18:00,4454,high
34916,None,296.22,0.0,0.0,75,Drizzle,light intensity drizzle,6/28/2017 14:00,5079,high
34142,None,286.82,0.0,0.0,90,Clouds,overcast clouds,5/30/2017 20:00,2764,low
39512,None,266.08,0.0,0.0,90,Haze,haze,12/5/2017 6:00,3657,medium
2585,None,252.98,0.0,0.0,1,Mist,mist,1/2/2013 2:00,243,very low
12680,None,264.81,0.0,0.0,90,Clouds,overcast clouds,3/4/2014 14:00,5234,high
1728,None,272.11,0.0,0.0,1,Clear,sky is clear,12/5/2012 11:00,4757,high
11615,None,271.32,0.0,0.0,64,Clouds,broken clouds,1/20/2014 4:00,711,very low
47897,None,288.0,0.98,0.0,90,Mist,mist,9/20/2018 7:00,5766,high
41134,None,267.81,0.0,0.0,90,Snow,light snow,1/31/2018 21:00,2564,low
5067,None,271.88,0.0,0.0,90,Snow,heavy snow,4/13/2013 1:00,707,very low
737,None,272.24,0.0,0.0,90,Clouds,overcast clouds,10/29/2012 4:00,799,very low
35776,None,298.48,0.0,0.0,5,Clear,sky is clear,7/29/2017 11:00,4518,high
26742,None,288.57,0.0,0.0,0,Clear,Sky is Clear,9/19/2016 21:00,2073,low
31458,None,269.88,0.0,0.0,1,Clear,sky is clear,3/3/2017 13:00,5665,high
20732,None,267.08,0.0,0.0,75,Haze,haze,1/20/2016 23:00,1017,very low
14320,None,280.13,0.0,0.0,0,Clear,Sky is Clear,5/14/2014 8:00,6228,very high
36452,None,291.51,0.0,0.0,90,Clouds,overcast clouds,8/20/2017 7:00,1255,very low
47016,None,292.1,0.76,0.0,75,Rain,light rain,8/24/2018 20:00,3076,medium
35421,None,293.84,0.0,0.0,90,Thunderstorm,proximity thunderstorm,7/18/2017 0:00,622,very low
31180,None,284.67,0.0,0.0,40,Clouds,scattered clouds,2/21/2017 13:00,4694,high
32560,None,273.77,0.0,0.0,90,Mist,mist,4/11/2017 1:00,462,very low
66,None,280.02,0.0,0.0,75,Clouds,broken clouds,10/5/2012 9:00,5403,high
30371,None,274.68,0.0,0.0,90,Fog,fog,1/22/2017 2:00,530,very low
17303,None,291.8,0.0,0.0,1,Clear,sky is clear,8/11/2015 22:00,1952,low
18423,None,286.76,0.0,0.0,1,Clear,sky is clear,9/19/2015 21:00,3111,medium
39746,None,267.38,0.0,0.0,40,Clouds,scattered clouds,12/13/2017 20:00,2777,low
10676,None,262.52,0.0,0.0,90,Snow,light snow,12/14/2013 12:00,4395,high
3935,None,264.15,0.0,0.0,90,Fog,fog,2/27/2013 4:00,773,very low
42925,None,265.32,0.0,0.0,1,Snow,light snow,4/4/2018 3:00,337,very low
42326,None,267.35,0.0,0.0,1,Clear,sky is clear,3/14/2018 6:00,5526,high
15900,None,291.77,0.0,0.0,1,Mist,mist,8/5/2014 0:00,638,very low
12421,None,262.77,0.0,0.0,1,Clear,sky is clear,2/21/2014 22:00,1684,low
34828,None,290.75,0.0,0.0,75,Clouds,broken clouds,6/25/2017 14:00,4414,high
38370,None,274.57,0.0,0.0,90,Rain,light rain,10/27/2017 3:00,377,very low
40523,None,274.94,0.0,0.0,90,Fog,fog,1/11/2018 0:00,568,very low
43358,None,272.46,0.0,0.0,90,Clouds,overcast clouds,4/16/2018 13:00,4110,medium
41371,None,256.01,0.0,0.0,40,Clouds,scattered clouds,2/9/2018 7:00,6499,very high
30521,None,268.82,0.0,0.0,90,Clouds,overcast clouds,1/26/2017 21:00,3619,medium
43242,None,270.49,0.0,0.0,90,Rain,light rain,4/14/2018 10:00,1978,low
12435,None,261.77,0.0,0.0,20,Clouds,few clouds,2/22/2014 12:00,3397,medium
11141,None,251.8,0.0,0.0,90,Clouds,overcast clouds,1/1/2014 9:00,1258,very low
21291,None,265.35,0.0,0.0,75,Snow,light snow,2/14/2016 23:00,2161,low
29526,None,265.55,0.0,0.0,90,Snow,light snow,12/26/2016 20:00,2141,low
1162,None,269.04,0.0,0.0,90,Clouds,overcast clouds,11/13/2012 13:00,4924,high
1467,None,270.61,0.0,0.0,90,Clouds,overcast clouds,11/25/2012 18:00,3749,medium
18938,None,301.73,0.0,0.0,1,Clear,sky is clear,10/11/2015 16:00,2855,low
24862,None,294.99,0.0,0.0,75,Rain,light rain,7/11/2016 7:00,5803,high
35127,None,304.84,0.0,0.0,0,Clear,Sky is Clear,7/6/2017 15:00,5364,high
37988,None,281.68,0.0,0.0,40,Mist,mist,10/13/2017 7:00,6656,very high
42735,None,270.88,0.0,0.0,5,Clear,sky is clear,3/29/2018 11:00,5058,high
32805,None,283.95,0.0,0.0,90,Rain,heavy intensity rain,4/18/2017 9:00,5228,high
18812,None,289.28,0.0,0.0,90,Clouds,overcast clouds,10/6/2015 11:00,4599,high
7621,None,298.98,0.0,0.0,0,Clear,Sky is Clear,7/12/2013 12:00,5960,very high
10083,None,263.89,0.0,0.0,5,Clear,sky is clear,11/23/2013 16:00,4164,medium
32335,None,283.27,0.0,0.0,90,Mist,mist,4/3/2017 12:00,4664,high
22258,None,275.72,0.0,0.0,90,Clouds,overcast clouds,4/5/2016 19:00,3245,medium
2044,None,275.34,0.0,0.0,90,Rain,light rain,12/16/2012 4:00,271,very low
13551,None,283.48,0.25,0.0,90,Rain,light rain,4/10/2014 4:00,839,very low
31979,None,276.55,0.0,0.0,90,Mist,mist,3/23/2017 19:00,3448,medium
29797,None,253.46,0.0,0.0,75,Snow,light snow,1/5/2017 20:00,2569,low
28825,None,275.09,0.0,0.0,90,Snow,light snow,12/4/2016 18:00,3158,medium
38036,None,281.58,0.0,0.0,90,Drizzle,light intensity drizzle,10/14/2017 21:00,3065,medium
14133,None,292.07,0.38,0.0,90,Rain,light rain,5/8/2014 15:00,6174,very high
3677,None,257.14,0.0,0.0,20,Mist,mist,2/17/2013 8:00,1647,low
42613,None,277.08,0.0,0.0,40,Clouds,scattered clouds,3/25/2018 14:00,4447,high
27943,None,273.35,0.0,0.0,90,Fog,fog,11/9/2016 8:00,5779,high
44848,None,290.61,0.0,0.0,1,Clear,sky is clear,6/10/2018 6:00,808,very low
13923,None,289.36,0.0,0.0,20,Clouds,few clouds,4/25/2014 16:00,6248,very high
44867,None,293.48,0.0,0.0,90,Clouds,overcast clouds,6/11/2018 1:00,396,very low
28730,None,275.79,0.0,0.0,90,Rain,light rain,12/1/2016 11:00,4477,high
3726,None,271.23,0.0,0.0,90,Clouds,overcast clouds,2/19/2013 6:00,5741,high
39316,None,284.29,0.0,0.0,20,Clouds,few clouds,11/28/2017 14:00,5024,high
18554,None,290.95,0.0,0.0,90,Mist,mist,9/24/2015 10:00,4782,high
41503,None,277.21,0.0,0.0,1,Clear,sky is clear,2/14/2018 15:00,5696,high
21302,None,266.86,0.0,0.0,90,Mist,mist,2/15/2016 8:00,4694,high
17159,None,295.0,6.1,0.0,90,Thunderstorm,thunderstorm with rain,8/6/2015 20:00,2974,medium
21013,None,265.23,0.0,0.0,90,Snow,light snow,2/3/2016 8:00,4172,medium
44017,None,280.16,0.0,0.0,1,Clear,sky is clear,5/12/2018 4:00,440,very low
3267,None,252.77,0.0,0.0,100,Clouds,overcast clouds,2/1/2013 2:00,291,very low
32334,None,282.55,0.0,0.0,90,Haze,haze,4/3/2017 11:00,4234,medium
15833,None,293.38,0.0,0.0,1,Clear,sky is clear,7/31/2014 22:00,2610,low
30747,None,262.82,0.0,0.0,1,Clear,sky is clear,2/3/2017 23:00,1836,low
19581,None,274.82,0.0,0.0,90,Mist,mist,11/19/2015 2:00,271,very low
39999,None,269.22,0.0,0.0,40,Clouds,scattered clouds,12/22/2017 16:00,5346,high
13100,None,259.84,0.0,0.0,20,Clouds,few clouds,3/22/2014 8:00,2660,low
23781,Memorial Day,288.38,0.0,0.0,1,Mist,mist,5/30/2016 0:00,1082,very low
17212,None,297.31,0.0,0.0,40,Clouds,scattered clouds,8/8/2015 13:00,4283,medium
44716,None,292.08,0.0,0.0,1,Clear,sky is clear,6/6/2018 1:00,415,very low
25561,None,301.49,0.0,0.0,56,Clouds,broken clouds,8/7/2016 15:00,4673,high
21748,None,281.62,0.0,0.0,75,Rain,light rain,3/13/2016 8:00,1693,low
20304,None,267.21,0.0,0.0,90,Mist,mist,12/30/2015 4:00,779,very low
27390,None,287.48900000000003,0.0,0.0,32,Clouds,scattered clouds,10/17/2016 5:00,2685,low
21249,None,255.79,0.0,0.0,1,Clear,sky is clear,2/12/2016 22:00,2520,low
45570,None,296.69,0.0,0.0,1,Rain,light rain,7/4/2018 17:00,3045,medium
6005,None,278.36,0.0,0.0,1,Clear,sky is clear,5/14/2013 1:00,324,very low
40046,None,267.15,0.0,0.0,90,Fog,fog,12/24/2017 14:00,3694,medium
39307,None,280.28,0.0,0.0,1,Clear,sky is clear,11/28/2017 5:00,3058,medium
7990,None,284.45,0.0,0.0,90,Drizzle,drizzle,7/28/2013 4:00,318,very low
32911,None,276.66,0.0,0.0,1,Mist,mist,4/21/2017 1:00,444,very low
47822,None,289.33,0.25,0.0,90,Thunderstorm,thunderstorm,9/19/2018 0:00,617,very low
44825,None,293.36,0.0,0.0,90,Thunderstorm,proximity thunderstorm with rain,6/9/2018 14:00,4196,medium
23220,None,285.55,0.0,0.0,90,Clouds,overcast clouds,5/10/2016 19:00,3313,medium
17060,None,293.01,0.0,0.0,1,Clear,sky is clear,8/2/2015 22:00,1869,low
45023,None,302.75,0.0,0.0,1,Clear,sky is clear,6/16/2018 18:00,3987,medium
1169,None,268.21,0.0,0.0,75,Clouds,broken clouds,11/13/2012 20:00,2604,low
23913,None,291.5,0.0,0.0,90,Rain,proximity shower rain,6/3/2016 18:00,4946,high
29044,None,265.78,0.0,0.0,90,Mist,mist,12/11/2016 19:00,2712,low
11746,None,256.49,0.0,0.0,64,Clouds,broken clouds,1/25/2014 8:00,2926,medium
34699,None,287.66,0.0,0.0,1,Clear,sky is clear,6/21/2017 0:00,731,very low
46492,None,300.58,0.0,0.0,40,Clouds,scattered clouds,8/6/2018 18:00,4308,medium
44851,None,292.08,0.0,0.0,75,Clouds,broken clouds,6/10/2018 9:00,2417,low
4100,None,268.9,0.0,0.0,90,Snow,snow,3/6/2013 2:00,266,very low
34229,None,299.81,0.0,0.0,75,Rain,moderate rain,6/3/2017 11:00,4513,high
4862,None,281.11,0.0,0.0,90,Rain,moderate rain,4/7/2013 16:00,4241,medium
14461,None,284.32,1.98,0.0,90,Rain,moderate rain,5/19/2014 16:00,6215,very high
37276,None,286.88,0.0,0.0,90,Mist,mist,9/18/2017 21:00,2151,low
26894,None,283.33,0.0,0.0,80,Clouds,broken clouds,9/26/2016 6:00,5646,high
4075,None,268.85,0.0,0.0,90,Snow,heavy snow,3/5/2013 7:00,3865,medium
22850,None,277.9,0.0,0.0,90,Rain,light rain,4/28/2016 2:00,275,very low
4944,None,279.45,0.0,0.0,90,Clouds,overcast clouds,4/9/2013 19:00,3226,medium
37128,None,294.51,0.0,0.0,1,Clear,sky is clear,9/13/2017 10:00,4603,high
40680,None,257.01,0.0,0.0,90,Snow,light snow,1/15/2018 10:00,3307,medium
491,None,281.26,0.0,0.0,90,Clouds,overcast clouds,10/21/2012 23:00,959,very low
33624,None,291.36,0.0,0.0,1,Clear,sky is clear,5/15/2017 3:00,359,very low
15934,None,287.38,0.0,0.0,1,Fog,fog,8/6/2014 5:00,3177,medium
42102,None,271.43,0.0,0.0,90,Mist,mist,3/6/2018 1:00,242,very low
30908,None,267.08,0.0,0.0,1,Clear,sky is clear,2/10/2017 3:00,340,very low
42223,None,274.51,0.0,0.0,90,Clouds,overcast clouds,3/10/2018 15:00,5548,high
42723,None,276.38,0.0,0.0,1,Clear,sky is clear,3/28/2018 22:00,1736,low
31814,None,272.53,0.0,0.0,1,Clear,sky is clear,3/17/2017 5:00,2449,low
29307,None,275.59,0.0,0.0,1,Clear,sky is clear,12/20/2016 14:00,5263,high
29220,None,258.51,0.0,0.0,90,Mist,mist,12/17/2016 7:00,1195,very low
20984,None,271.94,0.0,0.0,90,Snow,light snow,2/2/2016 12:00,4093,medium
37902,None,280.62,0.0,0.0,90,Rain,light rain,10/9/2017 20:00,2400,low
17847,None,292.35,0.0,0.0,1,Clear,sky is clear,8/31/2015 0:00,662,very low
40763,None,277.88,0.0,0.0,75,Clouds,broken clouds,1/18/2018 15:00,5834,very high
2849,None,274.8,0.0,0.0,90,Mist,mist,1/12/2013 6:00,1142,very low
24898,None,301.62,0.0,0.0,1,Clear,sky is clear,7/12/2016 16:00,5750,high
20276,None,267.06,0.0,0.0,90,Snow,light snow,12/29/2015 3:00,427,very low
22241,None,271.93,0.0,0.0,40,Clouds,scattered clouds,4/5/2016 6:00,5857,very high
10980,None,263.22,0.0,0.0,64,Snow,light snow,12/26/2013 9:00,3289,medium
31965,None,277.08,0.0,0.0,90,Clouds,overcast clouds,3/23/2017 12:00,5046,high
35701,None,295.58,0.0,0.0,90,Drizzle,light intensity drizzle,7/26/2017 10:00,4467,high
40916,None,264.44,0.0,0.0,1,Clear,sky is clear,1/23/2018 23:00,979,very low
2525,None,263.87,0.0,0.0,40,Snow,heavy snow,12/30/2012 15:00,3717,medium
2616,None,263.93,0.0,0.0,90,Snow,heavy snow,1/3/2013 9:00,4768,high
3077,None,255.49,0.0,0.0,40,Clouds,scattered clouds,1/21/2013 2:00,270,very low
39934,None,267.72,0.0,0.0,1,Clear,sky is clear,12/20/2017 2:00,306,very low
3142,None,259.46,0.0,0.0,90,Snow,heavy snow,1/24/2013 5:00,2449,low
5735,None,273.55,0.0,0.0,90,Snow,snow,5/4/2013 8:00,3400,medium
11387,None,271.04,0.0,0.0,20,Clouds,few clouds,1/11/2014 16:00,4546,high
47382,None,294.28,0.25,0.0,90,Mist,mist,9/4/2018 5:00,2863,low
38770,None,277.01,0.0,0.0,40,Clouds,scattered clouds,11/8/2017 14:00,5049,high
11692,None,247.15,0.0,0.0,1,Clear,sky is clear,1/23/2014 5:00,2484,low
23141,None,295.17,0.0,0.0,20,Haze,haze,5/8/2016 18:00,4276,medium
33780,None,283.08,0.0,0.0,90,Rain,light rain,5/18/2017 12:00,4862,high
19460,None,277.86,0.0,0.0,40,Clouds,scattered clouds,11/13/2015 12:00,4960,high
21136,None,269.29,0.0,0.0,90,Mist,mist,2/7/2016 19:00,1618,low
25646,None,292.82,3.94,0.0,8,Rain,moderate rain,8/11/2016 4:00,941,very low
4782,None,279.84,0.0,0.0,40,Clouds,scattered clouds,4/4/2013 16:00,6841,very high
6382,None,277.65,0.0,0.0,1,Clear,sky is clear,5/25/2013 5:00,663,very low
42530,None,274.58,0.0,0.0,90,Clouds,overcast clouds,3/21/2018 21:00,2592,low
46453,None,298.57,0.0,0.0,1,Clear,sky is clear,8/5/2018 10:00,3735,medium
23681,None,290.73,2.16,0.0,90,Mist,mist,5/27/2016 11:00,4856,high
45647,None,299.22,0.0,0.0,5,Clear,sky is clear,7/7/2018 21:00,3616,medium
25647,None,292.72,8.86,0.0,8,Rain,heavy intensity rain,8/11/2016 5:00,2736,low
43241,None,270.49,0.0,0.0,90,Mist,mist,4/14/2018 10:00,1978,low
39193,None,277.81,0.0,0.0,5,Clear,sky is clear,11/23/2017 13:00,3049,medium
25568,None,293.11,0.0,0.0,0,Clear,Sky is Clear,8/7/2016 22:00,2628,low
42112,None,271.35,0.0,0.0,90,Mist,mist,3/6/2018 6:00,4601,high
30140,None,272.15,0.0,0.0,90,Haze,haze,1/17/2017 9:00,4778,high
26038,None,293.28,0.0,0.0,1,Clear,sky is clear,8/26/2016 11:00,5205,high
6994,None,288.51,0.0,0.0,0,Clear,Sky is Clear,6/15/2013 3:00,389,very low
39874,None,270.08,0.0,0.0,90,Haze,haze,12/17/2017 21:00,2061,low
20326,None,260.0,0.0,0.0,20,Snow,light snow,12/31/2015 8:00,3922,medium
45749,None,300.44,0.0,0.0,1,Clear,sky is clear,7/12/2018 0:00,699,very low
24412,None,288.3,0.0,0.0,8,Clear,sky is clear,6/24/2016 2:00,486,very low
40684,None,257.68,0.0,0.0,75,Haze,haze,1/15/2018 12:00,3970,medium
45290,None,296.76,0.0,0.0,90,Clouds,overcast clouds,6/24/2018 21:00,2556,low
42280,None,267.15,0.0,0.0,1,Clear,sky is clear,3/12/2018 8:00,5668,high
5233,None,277.45,0.0,0.0,90,Clouds,overcast clouds,4/18/2013 15:00,4192,medium
19174,None,281.43,0.0,0.0,90,Mist,mist,10/28/2015 0:00,507,very low
24764,None,296.43,0.51,0.0,90,Rain,moderate rain,7/7/2016 19:00,3109,medium
34696,None,294.66,0.0,0.0,1,Clear,sky is clear,6/20/2017 21:00,2739,low
35080,None,298.09,0.0,0.0,1,Thunderstorm,proximity thunderstorm,7/4/2017 23:00,2236,low
14928,None,289.57,0.0,0.0,1,Clear,sky is clear,6/6/2014 1:00,479,very low
42841,None,265.73,0.0,0.0,40,Clouds,scattered clouds,4/2/2018 7:00,6148,very high
41694,None,255.55,0.0,0.0,5,Clear,sky is clear,2/21/2018 8:00,5638,high
7384,None,300.47,0.0,0.0,1,Clear,sky is clear,7/2/2013 17:00,6098,very high
46481,None,292.22,0.0,0.0,40,Fog,fog,8/6/2018 8:00,5582,high
21731,None,288.3,0.0,0.0,1,Clear,sky is clear,3/12/2016 10:00,4679,high
24171,None,291.0,0.0,0.0,36,Clouds,scattered clouds,6/14/2016 1:00,377,very low
16283,None,301.53,0.0,0.0,1,Clear,sky is clear,7/5/2015 14:00,4009,medium
27293,None,276.35,0.0,0.0,0,Clear,Sky is Clear,10/12/2016 22:00,1373,very low
33002,None,293.22,0.0,0.0,90,Rain,light rain,4/24/2017 17:00,6046,very high
33158,None,281.15,0.0,0.0,1,Clear,sky is clear,4/28/2017 21:00,3294,medium
42355,None,273.08,0.0,0.0,5,Clear,sky is clear,3/15/2018 12:00,5113,high
26294,None,289.85,0.0,0.0,1,Clear,sky is clear,9/4/2016 1:00,691,very low
20072,None,265.69,0.0,0.0,75,Snow,light snow,12/17/2015 23:00,1625,low
23553,None,293.17,0.0,0.0,20,Clouds,few clouds,5/23/2016 3:00,339,very low
31320,None,275.83,0.0,0.0,40,Clouds,scattered clouds,2/26/2017 14:00,4527,high
43922,None,289.49,0.0,0.0,1,Thunderstorm,proximity thunderstorm with rain,5/8/2018 21:00,2334,low
31145,Washingtons Birthday,285.059,0.0,0.0,68,Clouds,broken clouds,2/20/2017 0:00,629,very low
11666,None,257.94,0.0,0.0,64,Clouds,broken clouds,1/22/2014 5:00,2461,low
11913,None,257.37,0.0,0.0,0,Clear,sky is clear,1/31/2014 18:00,5115,high
12748,None,272.02,0.0,0.0,90,Clouds,overcast clouds,3/7/2014 15:00,5839,very high
12870,None,270.57,0.0,0.0,20,Clouds,few clouds,3/12/2014 18:00,4631,high
38587,None,276.08,0.0,0.0,90,Mist,mist,11/2/2017 10:00,4606,high
21810,None,284.58,0.0,0.0,90,Mist,mist,3/15/2016 10:00,4516,high
47807,None,289.68,0.25,0.0,90,Rain,light rain,9/18/2018 13:00,4737,high
18952,None,287.33,0.0,0.0,90,Clouds,overcast clouds,10/12/2015 8:00,5368,high
10604,None,252.15,0.0,0.0,64,Clouds,broken clouds,12/11/2013 18:00,4329,medium
12299,None,266.15,0.0,0.0,90,Clouds,overcast clouds,2/16/2014 20:00,2365,low
37531,None,282.95,0.0,0.0,1,Clear,sky is clear,9/28/2017 3:00,322,very low
12924,None,269.66,0.0,0.0,20,Clouds,few clouds,3/15/2014 0:00,998,very low
7646,None,301.86,0.0,0.0,0,Clear,Sky is Clear,7/13/2013 13:00,4514,high
9738,None,276.17,0.0,0.0,64,Clouds,broken clouds,11/9/2013 18:00,3727,medium
10303,None,274.04,0.25,0.0,64,Snow,heavy snow,12/2/2013 17:00,4795,high
28095,None,274.45,0.0,0.0,75,Fog,fog,11/15/2016 5:00,2766,low
30210,None,272.75,0.0,0.0,1,Mist,mist,1/19/2017 3:00,486,very low
18518,None,291.92,0.51,0.0,90,Rain,moderate rain,9/23/2015 20:00,2853,low
5899,None,288.91,0.0,0.0,90,Rain,moderate rain,5/9/2013 21:00,3135,medium
8381,None,290.71,0.0,0.0,0,Clear,Sky is Clear,8/13/2013 3:00,391,very low
26118,None,291.72,0.0,0.0,75,Rain,light rain,8/28/2016 10:00,3853,medium
5001,None,276.25,0.0,0.0,90,Haze,haze,4/11/2013 15:00,4797,high
34195,None,287.36,0.0,0.0,1,Clear,sky is clear,6/2/2017 1:00,461,very low
22395,None,275.51,0.0,0.0,40,Clouds,scattered clouds,4/11/2016 12:00,5303,high
22200,None,274.49,0.0,0.0,75,Clouds,broken clouds,4/2/2016 18:00,4622,high
29319,None,268.28,0.0,0.0,90,Clouds,overcast clouds,12/21/2016 2:00,333,very low
35755,None,300.68,0.0,0.0,40,Clouds,scattered clouds,7/28/2017 14:00,5597,high
18038,None,297.26,0.0,0.0,40,Mist,mist,9/6/2015 21:00,2725,low
17924,None,292.91,0.3,0.0,40,Fog,fog,9/3/2015 3:00,395,very low
13043,None,271.83,0.0,0.0,40,Clouds,scattered clouds,3/19/2014 23:00,1046,very low
18586,None,290.3,0.0,0.0,90,Mist,mist,9/25/2015 9:00,4982,high
29134,None,256.89,0.0,0.0,1,Clear,sky is clear,12/14/2016 17:00,6091,very high
36945,None,287.94,0.0,0.0,1,Clear,sky is clear,9/6/2017 11:00,5185,high
46526,None,291.94,0.0,0.0,1,Mist,mist,8/8/2018 0:00,643,very low
8713,None,295.85,0.0,0.0,24,Clouds,few clouds,8/30/2013 1:00,458,very low
45015,None,294.87,0.0,0.0,90,Mist,mist,6/16/2018 12:00,4494,high
5406,None,281.07,0.0,0.0,90,Mist,mist,4/22/2013 19:00,2422,low
18617,None,289.81,0.0,0.0,1,Clear,sky is clear,9/27/2015 2:00,725,very low
12298,None,265.9,0.0,0.0,90,Clouds,overcast clouds,2/16/2014 19:00,2826,low
47991,None,292.19,0.0,0.0,75,Clouds,broken clouds,9/22/2018 18:00,4620,high
23353,None,283.23,0.0,0.0,40,Clouds,scattered clouds,5/14/2016 18:00,4031,medium
30423,None,273.95,0.0,0.0,90,Mist,mist,1/23/2017 9:00,4616,high
27830,None,290.52,0.0,0.0,20,Clouds,few clouds,11/4/2016 18:00,4713,high
46245,None,288.82,0.0,0.0,1,Mist,mist,7/29/2018 1:00,924,very low
47116,None,296.62,1.78,0.0,20,Rain,moderate rain,8/27/2018 5:00,3129,medium
15602,None,295.78,0.0,0.0,40,Clouds,scattered clouds,7/18/2014 21:00,2883,low
46642,None,291.8,0.0,0.0,1,Fog,fog,8/12/2018 3:00,392,very low
10717,None,257.14,0.0,0.0,90,Clouds,overcast clouds,12/16/2013 5:00,2726,low
11909,None,259.22,0.25,0.0,0,Rain,light rain,1/31/2014 14:00,5524,high
21000,None,269.42,0.0,0.0,90,Snow,light snow,2/2/2016 23:00,572,very low
